emotion,text,,,
fear,"When I walk through streets late at night. This is because I and á
my friends were attacked one night without any reason for it.",,,
fear,"There was an earthquake for several minutes and I was on the á
eight floor.",,,
fear,"When my brother went to shoot wild ducks, I feared that the á
boat would overturn and he would drown or that the gun would á
accidentally go off.",,,
fear,"I had to call someone and make an appointment for a conversation. á
I was very afraid to fail.",,,
fear,"[ Meeting some new (unpleasant) people or some new, demanding á
situation.]",,,
fear,"I thought that I would be scolded for a comment I had made, which á
I should not have made.",,,
fear,"When I was six years old we were on holiday in France. There was á
very heavy weather then.",,,
fear,"I was less than 10 years old when our neighbour's dog chased me á
to the roof of a small shed and there seemed to be no hope of á
getting away from there.",,,
fear,Canoeing across harbour in winds - 20 knots and rising seas.,,,
fear,"I had gone for a medical check-up at the U.T.H and failed to make á
it back on time for the C119 practical sessions at 1400 hours á
last academic year.",,,
fear,"I was walking down a little village at night.  There was nobody á
in the steet.  A dog began to bark, I felt that it was following á
me.  Then I began to run, the other dogs started barking too.  At á
last I arrived home.",,,
fear,"I went home late one evening and saw that the security lights á
were off.  I got inside the gate and just then I realized that á
the dogs may be outside.",,,
fear,When they tried to rob me.,,,
fear,When I was told that the form five results were out.,,,
fear,"I was alone at home and I could hear odd noises coming from above á
our bedroom.  I knew that nobody lived there since it was an á
office.  I got frightened (later I was given a ""natural"" á
explanation).",,,
fear,"When a man who had a knife grabbed me and threatened me with it,   á
during my holidays in Monze.á
",,,
fear,"I was in my village when a bull jumped over a fence and started á
chasing my friends and me.  We were very frightened till we á
climbed up a tree.",,,
fear,"When I was about six years old, I mistook a cat for a leopard      á
when it entered my room at night.",,,
fear,Before I had a tooth pulled out.  I was very upset and ill.,,,
fear,"When I saw an accident, a woman was run over and she died on the á
spot.",,,
fear,"I was skiing alone and the mountain became covered with mist and á
I thought I was lost and was going to panic.",,,
fear,"When a man rang the doorbell and wanted to enter the house with á
violence. I was alone at home that moment.",,,
fear,"Before knowing my marks I was not sure that I wanted to go to á
that class.",,,
fear,"When I had left my home, my father, under false pretences, got me á
in his car and drove home where we were all alone. He was seethed á
with rage because I withrew from his authority. He hit me, kicked á
me and threatened me.",,,
fear,"I was afraid when my dog ran out through a crack in the fence á
when  a train was coming.",,,
fear,"Being very close to having an auto accident, almost driving off á
the road.",,,
fear,"I borrowed a car which was supposed to be used for a long journey á
a few hours later, and one of the tyres burst in the middle of á
the town and I did not know what to do.",,,
fear,"I had been watching a TV-program on paranormal phenomena.  At á
night I could not fall off to sleep as I feared that humanoids á
were on the move.",,,
fear,"When a good friend of mine behaved in a very cool manner to me á
for a very long time.",,,
fear,Fear to come and live in Nijmegen.,,,
fear,"When a good friend of me told me one evening that she didn't want á
to live anymore.",,,
fear,"Someone knocked on the door when I was alone at home (though á
there was a door bell).  I looked through the peep hole but it á
had been covered.  I called my sister but she could not help me á
as she was hundreds of kilometres away.",,,
fear,"I felt very frightened when a robber broke into our house and á
threatened to shoot my father if he did not part with some money. á
 I was looking at the man with his hand on the trigger.",,,
fear,"We were on the road in a car when a lorry bypassed us.  We had to á
swerve and we almost got run over.",,,
fear,"When I impregnated a certain girl, I thought that I would be á
forced to marry her or go to court.",,,
fear,"Confronted outside a party by some very nasty character - á
gesturing to a car full of mean-acting friends - felt in danger.",,,
fear,In the dark an unreal figure formed by a shadow.,,,
fear,"At night, I walk home past a forest.  Once, somebody got stabbed á
in the forest.  I imagine someone attacking me and I hurry up.",,,
fear,"I wanted to get in contact with a girl I loved, but I was afraid á
she would refuse me.",,,
fear,"When a drunkard barged into a room where my friend and I had run á
in order to get away from him.  We were all alone and all I could á
see was this hand coming towards me.",,,
fear,"I was almost caught in the girls hostel by the security men, I á
would have been expelled from school had I been caught.",,,
fear,"I was walking along a subway when I saw a group of louts.  I was á
rather afraid because I was alone.",,,
fear,"When I saw a TV program on the North American military plan á
called ""The startwar"".",,,
fear,"When I had to give a speech about some historical event, to an á
audiece of about 200 people my own age whom I did not know.",,,
fear,"I lived in a flat with a couple. The woman was so jealous of me, á
that she sometimes had crying fits. Eventually her husband could á
not stand that any more and wanted to kill me.",,,
fear,"I was sleeping when I heard the neighbours screaming, I peeped á
through the window and saw a thief  trying to enter my á
neighbour's house.",,,
fear,Mugged while on holiday in the U.S.A.,,,
fear,"The last time I was face to face with with the monstrous dog á
which lives in my street.",,,
fear,"We were camping in the mountains, and a friend and I went for a á
walk.  It was getting darker and darker and we were not sure of á
the right way back.",,,
